Age,Nationality,Potential,Club,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
2,58,1,328,1,3,1,1.0,4.0,3.0,7,5,25,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,2,3,4,4,4,4,3,4,4,4,4,5,4,4,2,4,3,4,4,3,2,2,1,1,1,1,1
1,6,3,462,1,2,0,1.0,3.0,3.0,7,2,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,4,4,4,3,4,3,2,3,4,5,5,5,4,4,4,4,4,4,4,2,1,4,3,4,3,2,2,2,1,1,1,1,1
2,121,1,523,1,2,0,1.0,2.0,3.0,2,5,6,3,2,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,3,2,4,4,4,4,3,4,4,2,4,4,3,2,4,4,4,3,3,4,4,4,4,1,1,1,1,1
3,6,1,599,1,2,1,1.0,2.0,3.0,7,5,25,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,2,2,4,2,3,2,4,2,4,2,4,5,4,3,2,4,3,4,4,2,2,2,1,1,1,1,1
1,137,4,86,1,2,0,1.0,3.0,3.0,8,2,0,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,5,3,5,4,3,3,2,4,2,2,3,3,3,3,3,2,2,1,1,1,1,1
5,55,3,214,1,4,1,4.0,4.0,5.0,8,5,11,2,3,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,5,4,5,5,5,4,5,4,4,5,5,5,4,2,3,3,4,3,2,4,5,4,5,2,2,2,1,1,1,1,1
4,137,1,119,1,3,1,1.0,3.0,2.0,8,2,7,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,3,4,3,4,4,4,1,1,1,1,1
2,31,3,480,1,4,1,1.0,3.0,4.0,2,5,22,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,2,4,4,4,4,3,2,2,1,1,1,1,1
2,33,2,434,1,3,1,1.0,3.0,3.0,7,2,13,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,5,3,4,4,3,4,4,3,2,2,4,3,4,3,2,2,2,1,1,1,1,1
3,31,1,29,1,3,1,1.0,3.0,4.0,2,2,12,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,5,4,4,4,4,4,3,4,4,3,4,4,4,5,2,4,4,4,4,2,2,2,1,1,1,1,1
2,59,2,490,1,2,1,1.0,3.0,3.0,8,2,25,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,2,3,3,4,4,3,4,3,4,4,4,4,4,4,2,4,3,3,4,2,2,2,1,1,1,1,1
2,6,2,110,1,4,0,1.0,3.0,3.0,2,2,14,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,1,1,1,1,1
3,61,2,419,1,3,0,3.0,3.0,3.0,7,5,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,3,4,3,4,3,4,2,5,4,4,5,4,4,1,4,4,4,5,1,1,1,1,1,1,1,1
3,77,2,382,1,4,0,2.0,3.0,4.0,8,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
4,137,1,271,1,2,1,1.0,2.0,3.0,8,2,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,5,4,3,2,4,3,4,4,2,1,1,1,1,1,1,1
1,59,2,174,1,3,1,1.0,3.0,3.0,8,2,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,3,4,4,3,3,1,1,1,1,1
3,20,1,5,1,2,0,2.0,2.0,2.0,8,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,2,2,3,4,3,4,4,4,4,3,5,3,4,2,4,4,2,3,3,4,4,4,4,1,1,1,1,1
2,117,1,589,1,2,0,1.0,3.0,2.0,2,5,12,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,4,3,2,2,2,1,1,1,1,1
3,51,1,356,1,4,0,1.0,2.0,3.0,0,5,11,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,5,3,4,4,3,4,4,4,3,3,3,4,1,1,1,1,1
3,155,1,582,1,3,0,1.0,4.0,3.0,0,5,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,107,2,574,1,3,1,1.0,3.0,3.0,2,2,14,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,2,2,4,4,5,5,4,4,4,2,3,4,4,2,4,4,3,3,3,4,4,4,4,1,1,1,1,1
3,120,1,354,1,3,1,1.0,3.0,3.0,8,5,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,5,5,4,4,5,4,4,4,4,4,4,3,4,4,3,4,3,2,3,1,1,1,1,1
1,6,4,626,1,3,1,1.0,3.0,4.0,2,5,13,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,3,3,4,4,5,4,5,4,5,4,4,5,3,4,3,2,4,4,4,4,3,2,2,1,1,1,1,1
2,158,2,105,1,2,1,1.0,4.0,3.0,2,2,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4,4,4,4,4,5,5,4,3,4,4,3,4,3,4,3,2,4,4,3,4,2,2,3,1,1,1,1,1
1,46,4,206,1,3,1,1.0,4.0,3.0,2,2,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,5,3,3,3,4,5,4,5,4,4,4,4,4,3,4,4,2,4,4,4,4,2,2,2,1,1,1,1,1
3,144,2,28,1,4,1,2.0,4.0,3.0,1,5,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,3,4,4,4,4,2,2,2,1,1,1,1,1
3,59,2,6,1,4,1,1.0,3.0,3.0,8,5,8,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,137,1,417,1,3,1,1.0,3.0,3.0,0,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,5,3,3,2,1,1,1,1,1
2,31,4,206,1,3,1,1.0,2.0,2.0,6,5,7,5,5,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,5,4,3,3,2,2,3,3,3,4,3,4,2,4,4,4,5,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
3,77,2,315,1,4,1,2.0,3.0,3.0,8,5,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,1,1,1,1,1
3,121,1,467,1,3,1,1.0,4.0,3.0,7,5,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,5,4,4,3,5,4,4,5,4,4,2,4,4,4,4,4,2,1,1,1,1,1,1
4,59,1,7,1,2,1,2.0,1.0,2.0,5,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,2,4,4,2,3,2,3,3,3,3,3,3,4,3,3,4,2,4,2,3,4,2,2,3,4,4,4,4,1,1,1,1,1
3,107,1,303,1,3,1,1.0,3.0,4.0,8,5,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,5,4,3,3,4,4,5,4,4,4,4,3,4,4,3,3,2,4,4,4,4,2,3,2,1,1,1,1,1
2,6,2,179,1,4,1,1.0,2.0,3.0,8,5,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,3,4,4,4,4,4,4,4,5,4,5,4,3,5,3,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,55,1,67,1,3,0,1.0,3.0,3.0,8,8,25,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,4,4,2,2,2,1,1,1,1,1
3,114,1,401,1,3,1,1.0,3.0,3.0,0,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,5,4,4,4,3,4,4,4,4,2,3,3,1,1,1,1,1
4,65,1,18,1,2,1,1.0,3.0,2.0,8,8,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,2,2,2,2,3,3,4,3,4,3,3,4,4,5,2,3,4,2,2,2,4,4,4,4,1,1,1,1,1
4,137,1,395,1,3,1,1.0,3.0,2.0,8,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,3,3,4,3,4,4,3,4,3,4,4,2,3,4,3,4,4,4,1,1,1,1,1
2,107,2,242,1,3,1,1.0,2.0,2.0,8,5,17,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,46,1,89,1,2,0,1.0,3.0,3.0,8,5,6,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,2,3,4,4,4,3,4,3,3,4,4,5,2,4,4,3,3,3,3,4,4,4,1,1,1,1,1
3,20,1,81,1,3,0,1.0,3.0,3.0,7,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,3,2,4,4,4,4,3,3,3,1,1,1,1,1
3,107,1,621,1,3,1,1.0,3.0,2.0,8,5,17,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,2,3,4,4,4,4,4,1,1,1,1,1
1,107,3,491,1,2,0,1.0,5.0,3.0,8,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,2,2,1,1,1,1,1,1
3,55,1,418,1,2,1,2.0,3.0,2.0,8,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,2,2,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,3,3,4,4,4,4,1,1,1,1,1
1,39,2,548,1,3,1,1.0,3.0,3.0,0,2,4,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,1,1,1,1,1
1,72,3,20,1,2,1,1.0,3.0,3.0,2,5,23,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,2,4,4,4,4,2,2,3,1,1,1,1,1
3,104,1,36,1,3,1,1.0,3.0,3.0,7,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,1,4,4,4,4,2,1,1,1,1,1,1,1
2,46,2,425,1,2,1,1.0,3.0,3.0,8,2,25,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,2,3,4,5,5,4,4,4,4,5,4,4,4,2,2,4,3,4,4,1,2,1,1,1,1,1,1
3,137,2,459,1,4,1,2.0,4.0,4.0,8,5,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1
3,59,2,7,1,4,1,1.0,4.0,3.0,0,5,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
2,41,2,7,1,2,1,1.0,4.0,2.0,8,5,25,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,3,5,3,3,2,4,4,4,4,2,2,2,1,1,1,1,1
2,78,1,541,1,3,1,1.0,3.0,3.0,2,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,2,2,2,1,1,1,1,1
3,20,1,155,1,3,1,1.0,3.0,3.0,8,5,9,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,6,2,480,1,3,1,1.0,3.0,3.0,8,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,5,4,3,4,4,4,4,4,4,1,1,1,1,1
2,55,2,562,1,3,0,1.0,3.0,3.0,2,2,21,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,3,4,4,2,4,4,4,4,2,3,3,1,1,1,1,1
3,156,1,31,1,4,1,1.0,3.0,3.0,8,5,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,46,2,303,1,3,1,1.0,3.0,3.0,8,5,16,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,4,3,3,4,4,4,4,3,4,4,2,4,4,4,2,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,31,2,421,1,3,1,1.0,3.0,3.0,8,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,3,5,4,3,3,3,4,4,4,4,1,1,1,1,1
3,61,1,110,1,2,0,2.0,3.0,2.0,6,5,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,4,3,2,4,4,2,2,3,4,3,4,4,5,5,2,4,4,2,3,2,4,3,4,4,1,1,1,1,1
2,6,3,312,1,3,1,1.0,2.0,4.0,0,2,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,5,4,3,4,4,5,4,5,4,4,4,3,5,4,4,3,3,4,4,4,4,4,2,2,1,1,1,1,1
2,125,3,95,1,4,1,2.0,3.0,3.0,0,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,5,4,4,4,5,4,4,5,3,5,4,4,5,3,3,2,1,1,1,1,1
3,155,1,509,1,3,1,1.0,3.0,3.0,8,5,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,2,1,1,1,1,1,1
2,46,1,71,1,3,1,1.0,3.0,3.0,2,5,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,3,3,3,1,1,1,1,1
2,77,2,186,1,2,1,1.0,3.0,2.0,6,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,2,2,3,3,4,4,3,4,4,3,4,4,4,2,4,4,2,3,1,4,4,4,4,1,1,1,1,1
3,20,1,538,1,2,0,1.0,4.0,3.0,2,5,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,2,3,4,4,5,4,4,3,4,3,4,5,4,4,2,4,3,4,4,2,2,1,1,1,1,1,1
2,77,1,259,1,3,0,1.0,3.0,3.0,8,5,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,2,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,66,2,17,1,4,1,1.0,3.0,3.0,6,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1,1,1,1
2,59,3,574,1,2,1,1.0,4.0,2.0,8,5,17,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,3,2,2,3,4,4,4,3,4,3,4,3,4,4,2,4,4,3,2,3,3,4,4,4,1,1,1,1,1
1,29,3,157,1,3,0,1.0,3.0,3.0,8,2,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,1,1,1,1,1
3,46,3,363,1,4,1,2.0,2.0,3.0,2,5,16,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,1,1,1,1,1
1,6,3,147,1,2,1,1.0,3.0,3.0,2,5,13,3,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,3,3,4,3,4,3,3,3,4,4,4,4,3,4,4,3,4,3,3,2,1,4,3,3,4,2,2,2,1,1,1,1,1
3,31,1,383,1,3,0,1.0,3.0,3.0,8,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,3,2,2,1,1,1,1,1
4,104,1,189,1,3,1,1.0,3.0,3.0,0,2,16,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,3,3,3,4,4,4,4,4,4,3,3,5,4,4,4,4,4,3,3,4,4,4,4,1,1,1,1,1
2,107,3,428,1,3,1,1.0,2.0,3.0,2,5,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,3,3,4,4,4,5,4,4,3,4,5,5,5,2,4,4,4,3,3,4,4,4,4,1,1,1,1,1
2,59,2,198,1,4,1,1.0,3.0,3.0,2,5,21,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,3,4,4,4,5,4,4,4,4,5,4,4,3,4,4,4,4,2,4,4,4,4,1,1,1,1,1
1,6,3,50,1,2,1,1.0,2.0,2.0,6,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,4,2,3,3,4,4,4,4,4,4,3,4,4,3,2,4,4,3,3,3,4,4,4,4,1,1,1,1,1
1,55,2,237,1,2,1,1.0,3.0,2.0,8,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,3,3,2,3,4,4,4,4,3,3,3,4,4,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
3,6,1,313,1,3,1,1.0,4.0,3.0,1,5,22,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,3,2,1,1,1,1,1,1
2,55,2,3,1,3,1,1.0,3.0,3.0,7,5,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,3,4,2,4,3,3,4,2,2,2,1,1,1,1,1
3,31,1,313,1,2,1,1.0,3.0,3.0,2,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,3,3,2,2,4,4,4,4,3,1,1,1,1,1,1,1
2,117,3,457,1,3,0,1.0,3.0,2.0,8,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,3,2,4,4,4,4,4,4,4,3,4,4,5,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
1,46,3,79,1,3,1,1.0,3.0,3.0,2,5,11,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,3,4,5,5,5,4,5,4,5,4,3,4,4,2,4,3,4,4,2,2,2,1,1,1,1,1
1,100,3,141,1,3,0,1.0,3.0,3.0,2,2,21,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,5,4,5,4,5,3,3,4,3,4,3,2,3,4,4,4,3,3,3,1,1,1,1,1
2,72,2,427,1,3,0,1.0,2.0,2.0,8,5,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,3,4,3,4,3,3,4,3,4,3,4,4,4,4,3,4,4,2,3,2,4,4,4,4,1,1,1,1,1
3,46,2,95,1,4,1,1.0,3.0,3.0,6,2,18,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,137,2,496,1,3,1,1.0,5.0,3.0,8,2,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3,3,2,1,1,1,1,1
4,124,1,384,1,4,0,1.0,3.0,3.0,6,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1
